comment_text,article_url,article_title,comment_sentiment,comment_confidence,comment_dominant_emotion,article_title_sentiment,article_title_confidence,article_title_dominant_emotion,article_sentiment,article_confidence,article_dominant_emotion
"До Архивите са живиСамо за това, че е заявил такова нещо публично, трябва да бъде изхвърлен от политиката и съдебната власт да се заеме с него! Тази ""Панорама"" не съм я гледал! Това е толкова скандално изявление!",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.96,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Не можех да си спомня името на каратистката... Сега го намерих в нета - не Нора, а Ивет Горанова. И тя иска да става депутатка. Така де, не се живее само с реклама на болкоуспокояващия препарат Алгасан акут долор...",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.72,ирония,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Олигархията се изхвърля от политическата власт като се поставят в листите на прогресивна България синовете на олигарсите! Гергов, Бобокови, Ковачки, Вълканов, Василев ну да олигарси а ПРОГРЕСИВНИ ИНДУСТРИАЛЦИ!!!! М у н ч о нагло се гаври с избирателите си!",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.96,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Ако хората смятат, че спортисти ще оправят положението - много са елементарни. Вижте само как са му подредени листите - спортист, военен, спортист, военен. Както едно време - роднина, милиционер. Енчо Кирязов, Владо Николов, Нора Милева... Парламент ли ще избираме, или председател на БСФС?",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.93,раздразнение,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Добре ли я управляваха бедна България, твоите служебни правителства? Колко на брой Радев?!",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.92,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Да Радев, и ти сош персонална вина за последните 9 години! Предсрочни избори на килограм и служебни правителства! Назначи шарлатаните от ПП-ДБ, Киро простото - незаконно, погази Конституцията! Твое служебно правителство подписа Боташ и всеки ден плащаме на Турция по 1 милион евро! Ти Радев, виждаш ли ВИНАТА си, или ти е удобно само да критикуваш останалите?!",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.98,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"До: анонимен92. Само в главата ти има линчуване, самоуправство и т.н... Но няма да седна да ти обяснявам как се случват нещата в цивилизовано и грамотно общество, след като си вещ... Има - да, население, които не живее в даден район, местност, община, област дори и не знае за това, какво се случва и трябва да се направи в друга община. Ти ако си от Сусурлево например, знаеш ли в Горно *** какви са им проблемите? Илитерат",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.95,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Прогресивните индустриалци, които са зад това същество не разбраха ли, че то и за ХАСКОВСКИ ПЪДАРИН не става? Поне да бяха наели някой по умен да му пише изказванията.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.97,презрение,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"До: случаен минувач""ЗА ДОГОВОРА С БОТАШ "" Румен Радев - Как и на какво основание смятате, че договора е неизгоден?Б. В. -ЗАГУБИ ОТ МИЛИОН на ден, успешни ли са?Румен Радев - А вие на това казвате ЗАГУБИ?Радев пред ""Панорама"" 30.01.2026",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.82,възмущение,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Сякаш не е бил девет години президент с право да назначава ръководителите тя службите е с право на вето на решенията на парламента. Назначените от него служебни кабинети са управлявали близо две години и сътвориха сделки като тази с Боташ, при която близо 550 000 евро отиват всеки ден в Турция, без да ползваме и една капка газ. Негов кабинет обяви без да има право та това Грипен да победител в конкурса за бойна авиация, с което нейното обновяване бе спряно с две години и половина!",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.93,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"И аз се учудих в началото ,защото пустеещи земи около Монтана няма! Гледах клипчета от строежа на магистралата Видин -макреш -бела-ружинци , еми всичко наоколо е засято и се обработва.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Неутрален,0.82,учудване,Негативен,0.82,недоволство,Негативен,0.82,недоволство
А за Боташ - турците си ги прибират паричките ежедневно и ни се подсмихват... Казват - като има балъци за стрижене...,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.96,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
До: случаен минувачE да това е проблемът - лупавите хора и онези от изток го знаят.А за пустеещи плодородни земи в северозапада-просто отдавна няма такива.Отдана са изкупени от ДПС турски граждани и се обработват.,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.86,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Радев пропиля два президентски мандата в обслужването на чужди за България интереси. Руски интереси! А имаше възможност да се превърне в лидер на българската нация. Да я води напред и нагоре. Вместо това от 2016 г. сее в българското общество разделение и хаос, всява страхове от несъществуващи заплахи! Договорът му с Боташ налива всеки ден по 550 000 евро на турците. А с искането си за референдум за еврото за пореден път саботира интеграцията на страната в ЕС. Вреден и опасен за България!",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.98,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Още докато беше президент, показа, че може да нарушава Конституцията. Юмрукът му я наруши. Какво ще му попречи да продължава да си нарушава законите? Само погледнете с какви хора се е обградил. И как ги е подредил - спортист, военен, спортист, овенен. Както се правеше едно време - роднина, милицинер.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.96,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Разчита се на гласовете на откровено глупавите хора, които явно са мнозинство в България. Ако дойде на власт, най-вероятно ще потърси договор с Русия за внос на евтин петрол и газ. Да, може би цената на горивата ще спадне. И ще потрие ръце: Ето, нали ви казах! Ама това, че цивилизованият свят ще ни обърне гръб - какво го интересува? Важното е той и хората около него да са добре. И разбира се, да имат възможности да продължават да сключват разни нови договори като Боташ... Ето така ни грабят...",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.96,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"До: анонимен90 деребеи*, местното общество е добре да не се праи на бабичката със забележките, щото самоуправството е наказуемо. прочие, филолог, не-местно общество има ли?",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.86,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"заради закритите от ал бънди поделения, американските самолети кацнаха на летище софия. а нашия в типично негов стил 10 дена преди изборите вместо да предложи решения бърчи вежди и каканиже че така не се правело.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.9,недоволство,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Този колко ниско започна да слиза... Страх, социални помощи, дърва за огрев... Банички с извара... Колкото до дерибеите... Това е работа на РУП, на МВР, на вътрешен министър.... На местното общество дори.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.86,възмущение,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Видяхме те и тебе колко ""добре"" се справяш като президент. Ходеше и излагаше България и българите пред света. Ще те запомнят с фразата ""да свалим санкциите на Русия"" и отговора на въпроса ""Чий е Крим?"", заради което спряха да те канят на екскурзии по света. Караше си я както в казармата ден да мине. Няма как от човек който си е клатил краката цял живот да очакваме добро управление. Пълен провал беше като началник на ВВС, пълен провал беше като президент, пълен пловал ще си и като премиер.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.98,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
Аз открих топлата вода....CтадотоОвцe трябва да ме следва...,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.82,презрение,Негативен,0.82,недоволство,Негативен,0.82,недоволство
Кой ще плаща дълговете към Боташ?,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.72,тревога,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Може би Радев не олигарх и мафиот като другите политици, но при всички положения има голяма вероятност да стане втори Виктор Орбан...",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.82,тревога,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Такъв Прогрес на зелените чорапи ще настане, че ще плачем още 30 години.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.9,разочарование,Негативен,0.82,недоволство,Негативен,0.82,недоволство
Po-skoro e nedooglozgana spored Radev.,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.72,неодобрение,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"БГНЕС припомня, че на 7 април в свой мониторингов доклад BFMI заяви, че Румен Радев е натрупал 90 милиона гледания в TikTok чрез мрежи, чието поведение трудно може да се обясни с органична активност. ..........това трябва да ви казва всичко за ""честния спасител"" радев който щял да се бори с олигарси и да оправи България",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.9,сарказъм,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"И всеки път след изборите. Излезте на улиците, за да стачкуваме и да ги премахнем. Тази секта във България е свързана със сектата в чужбина. Това са урсулите, които прокарват своята сатанинска политика през хора като Цве@%телина, Па@%шата, Бой#^ко, ***@%евски",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.96,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
я българите да му сложат едно голямо вето на румен ветото,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.82,недоволство,Негативен,0.82,недоволство,Негативен,0.82,недоволство
тоя колко по говори толко хората разбират че това са лозунги лъжливи като на 09.09.44г.,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.92,недоверие,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Бог иска от Вас да се приборите със сектата на Държавна Сигурност. Бог иска, ние българите да се борим с злото в лицето на Туту, Шиши, Цветелина, Пашата, техните бащи, техните чичовци. Ние трябва да се борим срещу партиите, които медиите ни представят. Гласувайте за малките партии. Гласувайте за слабите кандидати. Не гласувайте на изборите за ГЕРБ, НН, ППДП, РАДЕВ,БОЙКО,ПЕЕВСКИ, ВЪЗРАЖДАНЕ,ВЕЛИЧИЕ. Гласувайте, за който искате само не гласувате за партиите на ДС. И всеки път след изборите.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.87,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Същата банка, която погълна на Цветелина банката. Там Туту има безлимитен кредит. Може да харчи, колкото си иска. Няма лимит. Тези ""хора"" са могъща секта, която се управлява от Сатаната. Туту, Шиши и техните шефове от ДС са секта, която убива и краде от времето на бай Тошо. Това са хората, които убиха Людмила Живкова, сина и Тодор Славков младши, жертвите от Петрохан.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.98,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Човекът , който подари 3 милиарда евро на турците от Боташ, твърди , че другите управлявали лошо ? Толкова брутална наглост , че обикновеният българин и през ум не му минава , с какъв подлец и двуличник си има работа ! Доказан родоотстъпник!",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.99,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Само дурак може да си мисли, че Шиши, Туту, хората зад тях от бившата ДС и роднини от типа на Пашата с чичовци с високи постове в Държава ще се предадат без да се пролее кръв. Едно време пашата спука Туту от бой, който му беше охрана. Тук говорим за ДС, която е завладява съд, прокуратура, политика. Всичко. Радев говори глупости. Знаете ли, че блокират парите във банки с платени данъци без адвокат и съд. И това е голяма банка. Същата банка, която погълна на Цветелина банката. Там Туту има безлим",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.96,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
ше превърнеш северозапада в рай чрез фирми на твоите олигарси спонсори . много си прозрачен бе прогресист,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.92,презрение,Негативен,0.82,недоволство,Негативен,0.82,недоволство
НЕ НА РАДЕВ,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.85,несъгласие,Негативен,0.82,недоволство,Негативен,0.82,недоволство
и ти ше я управляваш правилно и ше засадиш северозападна България с какво??? бегай бе празнодумец !,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.93,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
Фес с петолъчка,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Неутрален,0.85,неутралност,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Това жалко недоразумение нахендрено ни от Москва ни струва по над 500 000 Eвро на ден, над 15 000 000 Eвро на месец и над 180 000 000 Eвро на година. .. И така до 2035 година !!!!!",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.98,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Другарю Радев, обичам ви !Ще направя всичко което поискате от мен.Винаги съм готов !",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Позитивен,0.96,преданост,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Боя се, че ти самият нямаш управленски опит. Ще се довери на подкрепящият те бекграунд.До къде ще те докарат, не се знае. Битката ти е по-скоро лична - да унищожиш ББ и ДП.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.88,недоверие,Негативен,0.82,недоволство,Негативен,0.82,недоволство
На Радев задачата е да свали онези двамата.,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.68,враждебност,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Точно така е, България не е бедна, но много се краде. Вижте по времето на соца какво чудо се е построила и как е електрифицирано и най отдалеченото селце, безплатно обучение, лекари, зъболекари, гр.транспорт с билет 4 Ст. и после става 6 ст., безплатни спортни школи а бе, много нещо. За 36 г няма направено на четвърт от това. Днешните 1000 лв са по-малко от тогавашните 100 лв. Двамата крадци летят с фалкона, а хората изнемогват. 95% живеят зле. Магнитски да си прибира намагнитени.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.95,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Крим е Украйна - завинаги - А България е Европа, другарю зелен чорап! И това не е шаблон или кух лизинг, а осъзната реалност! Просто си нямаш представа какво е да натириш 500000 млади българи обратно в пещерния сталинизъм на другаря ви Путин! Какъв отпор ще има!",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.92,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Именно ти вече осем (8) години управляваш, понеси отговорност като истински мъж ,а не руска наведена жена със разюздено поведение",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.97,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
До: анонименВсички военни пенсионери с пищови ще гласуват за кадър от армията Всички се нагледахме на полицейските номера борисОФ,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.72,разочарование,Негативен,0.82,недоволство,Негативен,0.82,недоволство
Радев идва и ще ви измете!,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.86,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
Треперите нали? Има защо да треперите! ТРЕПЕРЕТЕ.,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.95,страх,Негативен,0.82,недоволство,Негативен,0.82,недоволство
Както самолетите на летците всичко е вносно и лоша селекция на българите още от училището и ни управлява комунистическата номенклатура,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.92,недоволство,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Именно , Чорапе ! Именно с ""Боташ"" показа колко лошо се управлява страната !!!! Що за наглост и тдиотизъм е точно ти, Зелен чорапе, ти да ломотиш такива простотии !!!??? Няма ли кой да му тегли оловото на тоя нагълпърч ?",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.98,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
Ами как да е иначе след като винаги в Бг се намират неадеквантици готови да сключат някоя сделка тип Боташ.,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.93,възмущение,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Боташ, представям си как ще я управлявате с Гергов, Tимaджиитe.и Копринката! Гледката ще е трагикомична!!!",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.92,сарказъм,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Щом военен ще ни управлява като в Куба, преди в Аржентина, Мордор, Венецуела....мани-мани. Пък се сетете сами кога военна хунта е знаела да управлява добре някоя държава",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.95,възмущение,Негативен,0.82,недоволство,Негативен,0.82,недоволство
НИВАТА НЕ ИСКА УПРАВЛЕНИЕ.. НИВАТА ИСКА МОТИКА.... МЪРЗЕЛЛВОЕНЕН,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.86,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
Парясник от глава на семейство за глава на държава не става. Видяхте ли му офиса с джакузито и работната маса пред него с компаньонките.,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.97,презрение,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"kaзва ни, че небето е синьо?...прогресивен популист",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.78,презрение,Негативен,0.82,недоволство,Негативен,0.82,недоволство
Вярно е.,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Неутрален,0.95,спокойствие,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"Приказки от пауланер гартен. Не била бедна. И на какво е богата? Газ ли има, нефт ли? Каква плодородна земя има на северозапад? Има в Добруджа и в Тракия малко и това е. На северозапад има земя трета категория - полупланинска. Стига сте лъгали народа, че сме богати и с вас на власт ще цъфнем и вържем. Ти със служебните защо не започна поне? Успя да забиеш един байрак в Родопите само. С булгаар булгаар не става тази работа, зелен кауун.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.95,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"И този оххлюв се е заразил с мантрата Борисов и Пеевски и ляга и става с тях. А някой най-после ще вземе ли да обясни какво аджеба представлява този модел, защото всички го дрънкат, ама май само дотам.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.92,раздразнение,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"А ти къде беше девет години бе, хасковски кayнь? Ай сик тир.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.98,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
Долу ЕС и САЩ,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.95,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
ЕС и САЩ я управляват 37 г. и значи те са лошо управлявали. Това казва.,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.82,разочарование,Негативен,0.82,недоволство,Негативен,0.82,недоволство
За два мандата президент не го чух да казва такова нещо. Но виж да глашатаи русофилската пропаганда - всеки ден!,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.86,раздразнение,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"ПРЕМАХНАХ ВИ И НЕЖЕЛАЯ ДА ИМАМ НИЩО ОБЩО С ХОРА НА КОИТО ДРУГИ ДЪРПАТ КОНЦИТЕ.ОСТАНЕТЕ СИ ПОДВЛАСТНИ ,НО СКОРО ЩЕ ИЗТРЕЗНЕЕТЕ И ЖИВОТА ПРОДЪЛЖАВА. АЗ ЖИВЕЯ НАИСТИНА В СВОДНА ДЪРЖАВА И НЕ СЕ СТРАХУВАМ ДА ИЗКАЖА ГЛАСНО МНЕНИЕТО СИ.",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.92,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
"България не е бедна а много крадена - Асен Василев. Притопля манджата на протежето си, от което се отрече Радев. Управляваи БОТАШ бе! - Окрадени!!!",https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",Негативен,0.95,гняв,Негативен,0.82,недоволство,Негативен,0.82,недоволство
