comment_text,article_url,article_title,comment_sentiment,comment_confidence,comment_dominant_emotion,article_title_sentiment,article_title_confidence,article_title_dominant_emotion,article_sentiment,article_confidence,article_dominant_emotion
"До коментар #19 от ""Цвете"": Ами помисли малко бе, Цвете! Тая глава Господ ти я е дал не само да си правиш прически. Малка подсказка - не е партия, а са партии. И двете партии се водят от бая закръглени ""политици""!",https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,Негативен,0.92,раздразнение,Негативен,0.85,тревога,Негативен,0.82,тревога
"Защо не се разследва от МВР, как са попаднали личните карти в криминалния контингент и защо тези покойници фигурират в избирателните списъци? Това е ОПГ!",https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,Негативен,0.92,гняв,Негативен,0.85,тревога,Негативен,0.82,тревога
Хората се питат как преброените живи лица са по-малко от имащите право на глас? В статията е описан един от отговорите! Този въпрос касае от части и националната сигурност за кражба на идентичност!,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,Негативен,0.82,тревога,Негативен,0.85,тревога,Негативен,0.82,тревога
"В Европа се чудят, Друг път невидели Ведно да гласуват Живи и умрели. /По Вазов/",https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,Негативен,0.82,ирония,Негативен,0.85,тревога,Негативен,0.82,тревога
"Какви са тия глупости лични карти на починали? Когато почине човек личната карта се взима и се издава смъртен акт!Айде малко мисъл в главите на пишещите журналя, разбирам че искат да е уау статията,ама ....",https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,Негативен,0.95,гняв,Негативен,0.85,тревога,Негативен,0.82,тревога
Ама верно ли гласуват. Аз мислех че само си почиват.,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,Негативен,0.72,сарказъм,Негативен,0.85,тревога,Негативен,0.82,тревога
"Това са ""мъртвите души "" на ГЕРБ.Тска даже и не плащат по 50 евро.Че Баце не вади нищо от чекмеджето.",https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,Негативен,0.86,гняв,Негативен,0.85,тревога,Негативен,0.82,тревога
"В това село живеят само от ""братята"". Помислете за кого гласуват!",https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,Негативен,0.82,презрение,Негативен,0.85,тревога,Негативен,0.82,тревога
"палицай е престъпник, колега",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.95,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
"Колегите работят, но тези които купуват, им пишат законите и кръгът се затваря.",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.86,разочарование,Позитивен,0.62,призив,Негативен,0.72,тревога
Mачкай ОПартийниГ за купуване на гласове! България е с правителството!,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Позитивен,0.72,решителност,Позитивен,0.62,призив,Негативен,0.72,тревога
"А к во прайм с наркодиларите-едри,средни и по-дребни ?Мен те са ми по на сърце.",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.72,раздразнение,Позитивен,0.62,призив,Негативен,0.72,тревога
"Леле...... Този натегач му се привижда, че ще го оставят завинаги ""Главен"" някакъв си!!! Да започва да си играе на ""Дрон"", защото ще излети толкова бързо след изборите!!! Нищо лично, така се прави!!! Коментиран от #16",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.96,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
МИСТЪР МИШКИН КОЙТО СЕ Е ПОМИСЛИЛ ЗА ТИГЪР. С ТАЗИ МИЛИЦИЯ СМЕ ЗА НИКЪДЕ.,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.95,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
"Провалът в борбата с купеният вот е в две слани места, първо продаването на гласа също е престъпление, а това прави хиляди съучастници на един и второ, тайната на вота, великата глупост която уж гарантира честни избори. Така не е ясно, аз кого съм избрал да ме представлява, а депутатът пред кого точно отговаря. Докато тези две неща не се променят, всичко ще си е по старому, ако колегите да умрат облещени из махалите, дебнейки купувачи.",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.92,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
"Колегите цивилни купуват гласове за Тиквата и Шиши. Коментиран от #19 , #37",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.92,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
Монтана да видите купен вот? Герб и ДПС са в стихията си,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.82,възмущение,Позитивен,0.62,призив,Негативен,0.72,тревога
Всяко купуване на гласове без участието на МВР е престъпление...Не случайно всеки кандидат за власт се натиска да го вземе преди избори.,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.86,възмущение,Позитивен,0.62,призив,Негативен,0.72,тревога
"Крадени от народа пари , добити с рекет и политически измами се инвестират покупки на глас на цели села и квартали.",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.98,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
"За 3000 еврака може и да се разходя до центъра. Ама пак ще рева, че са ми малко…",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.72,недоволство,Позитивен,0.62,призив,Негативен,0.72,тревога
"До коментар #7 от ""Пич"": Ти да не си от боята на Костя копанара?",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.86,презрение,Позитивен,0.62,призив,Негативен,0.72,тревога
Гюров инфлуенсъри това какво е или за вас може властта е ваша без избори назначени сте а ЕС тепърва ще се произнася за Гюровите Демокрация доноси демокрация наше мвр ала бала,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.86,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
се прибирайте за да могат истинските мъже да покрият хубавите ви жени докато работите... Коментиран от #36,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.92,презрение,Позитивен,0.62,призив,Негативен,0.72,тревога
"До коментар #11 от ""Последния Софиянец"": А Гюров официално с инфлуенсърите нали наше мвр е давай",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.62,раздразнение,Позитивен,0.62,призив,Негативен,0.72,тревога
"Защо не чувам нищо за Красно село....Цел ден се въртя по по пазара,ама никой не предлага мангизи.Обидно е.",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.92,разочарование,Позитивен,0.62,призив,Негативен,0.72,тревога
"Уж хванали купувачи на гласове, а няма нито едно досъдебно производство. Тоест ПР акция без доказателства. Коментиран от #43",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.86,недоверие,Позитивен,0.62,призив,Негативен,0.72,тревога
"Браво, беаво, браво старши! Браво, браво, браво!",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Позитивен,0.95,възхищение,Позитивен,0.62,призив,Негативен,0.72,тревога
към гл. комисар (и.д. гл. секретар на МВР) Георги Кандев,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Неутрален,0.98,неутралност,Позитивен,0.62,призив,Негативен,0.72,тревога
Да вземат да си чукнат по две червени яйца куките и купувачите за да е всичко точно за празника.,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.62,ирония,Позитивен,0.62,призив,Негативен,0.72,тревога
"сбъркано тролене му се казва тъпанарщина. Видяхме вашето МВР, министър киноман който седна на първия ред в парламента до една тлъста кълка. Колкото и да мразите служебните, да казвате на бялото черно е тъпоумие. Тъпи сте, толкова сте тъпи, че не разбирате абсолютно нищо",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.98,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
Аз искам да си продам гласа за 100 евра. Кой ще ме спре? Коментиран от #57,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.72,цинизъм,Позитивен,0.62,призив,Негативен,0.72,тревога
"Тези глупави акции са на служебния кабинет защото ПП не искат да дават пари за гласуване. Да, ама така не става. И те знаят и дават и тях не ги пипат.",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.92,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
"Печен македонец. Измий срама си от катастрофата на ПСВ война . Моят дядо е раняван няколко пъти в клането в Македония . Попада във френски плен . Оцелява във френски лагер в Гърция и Франция . Баба ми вече го е погребала жив с 3 деца . Връща се от Ада . Воюва с фашистите през 23 г. в Ломските казарми . И отново остава жив. Хвала на храбрите българи . Трябва ни апостол , който не го е страх . .. Истински патриот . Независимо от географията на страната ни ... Пълно е с подлоги с пагони . Отврат , все едно Петко Капитан Войвода не е съществувал ...",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.78,възмущение,Позитивен,0.62,призив,Негативен,0.72,тревога
"има досъдебни производства, има доказателства. Разтягате локуми в защита на престъпници. На служебното пиар не му трябва, тръгват си до месец. На вас шишизирани човечета да ви е яка гърбината за това което идва след служебните",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.96,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
"Ми то в България никой не работи. Работа има само преди избори. По време на ужким работа 8 часа ... около 7 часа отива за пафкане на цигари и един час с поглед към работата! Спомням си един полицай седейки на кръстовището в колата и пафкайки цигарки от време на време викаше към прекосяващите коли: ""Искам да си Купя това Кръстовище за Бизнес и да правя Пачки! Някой от Вас, знае ли от Кой Бизнесмен Мога да го Купя и Колко Струва Кръстовището?"". Един спря колата и казва: От Парламента. Парламата е Собственик и те знаят ЦЕНАТА!",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.92,разочарование,Позитивен,0.62,призив,Негативен,0.72,тревога
"Само едни наивници могат да си мислят, че МВР са извън мащабната схема за купуване на гласове! Излизайте, започна се!",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.94,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
При толкова много сигнали за купуване на гласове то трябва да отменим изборите последните петнайсе двайсе години щото то вече им станало втора природа. Само дето не се разбира за кои партии се отнася.,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.88,възмущение,Позитивен,0.62,призив,Негативен,0.72,тревога
"Кандев, аз пък имам информация, че олигархията доста се е бръкнала, за да помага на тези избори на онзи, който се кани да я бори. Бихте ли проверили и този ""сигнал"".",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.82,недоверие,Позитивен,0.62,призив,Негативен,0.72,тревога
"Е как така поне една статия на Мара,не можа да я публикува, поне без една грешка ...?! ,,главен секретар на МВРГеорги Кандев призова..."" Кое ли е това министрество...- ,,МВРГ""...се чудя ..?!?!",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.92,раздразнение,Позитивен,0.62,призив,Негативен,0.72,тревога
Респект и поздравления за професионалната и ефективна работа на гл. Секретар Кандев. Така трябва да работи МВР - почтенно и професионално и абсолютно прозрачно. Още веднъж - респект. Коментиран от #38,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Позитивен,0.98,възхищение,Позитивен,0.62,призив,Негативен,0.72,тревога
"До коментар #18 от ""Да колеги, не"": Това е препратка към оня случай с акцията по залавяне на контрабандни цигари в Пловдив.",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Неутрален,0.94,спокойствие,Позитивен,0.62,призив,Негативен,0.72,тревога
"До коментар #11 от ""Последния Софиянец"": Бавиш се, виж колко кометата има преди твоя, виж колко още статии има, на които не си писал коментар",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.72,раздразнение,Позитивен,0.62,призив,Негативен,0.72,тревога
"До коментар #35 от ""Критикар"": Къш бе фуражка",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.92,презрение,Позитивен,0.62,призив,Негативен,0.72,тревога
Този беше изритан за некадърност чак в Македония. А сега се прави на голямата работа началник,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.96,презрение,Позитивен,0.62,призив,Негативен,0.72,тревога
ако изборите спечелят тези които търгуват гласове доказано? Коментиран от #49,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.72,недоверие,Позитивен,0.62,призив,Негативен,0.72,тревога
"Полицаите както всеки немен работник работим с работно време. Като ти свърши смяната се прибираш вкъщи и се възстановяваш за следващата смяна. Какво е това ""не се прибирайте""? Да нямаме петилетен план за три години да изпълняваме? А тези 90 000 ще ги връщаме на човека и ще се извиняваме.",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.84,възмущение,Позитивен,0.62,призив,Негативен,0.72,тревога
"Странна трудова биография имаш. На 3-тата година от постълването в МВР ""Полицай па годината"". На 5-тата пак същата награда. И после още награди и ""бутане"" нагоре. Ало не такива на ченгета с 20-30 г. стаж в системата. Същия като Калин Георгиев и Калин Стоянов. Родени и постъпили в МВР със ""сребърна лъжица в устата"". Най корумпираната и прогнила система. Едвам направих години за клас и се махнах с 200-а.",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.97,възмущение,Позитивен,0.62,призив,Негативен,0.72,тревога
"До коментар #21 от ""Глупости"": писател, а не читател! Прочети пак статията , там пише за досъдебните производства. И дори не са десетки, а вече стотици!",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.82,раздразнение,Позитивен,0.62,призив,Негативен,0.72,тревога
В днешно време полицай е много обидна дума. Днескашните душмани(полицай)) са най- долните хора на планетата . Амин,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.98,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
"Докато не започнат да говорят с имена на партии и действащите в тяхна полза лица, не вярвам на никого! Искам да знам кой търгува с нашия живот и бъдещето на нашите деца! Коментиран от #46",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.92,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
"До коментар #45 от ""Отвратен"": Точно така. Най-ефикасно е да се съобщят публично имената на партиите-купувачи на гласове, тогава ще стане интересно. И щом купуването и продаването на гласове са престъпления, значи МВР си върши работата. Поне се опитва. Ако не си вършат работата, ще ги обвиняват, като я вършат пак са криви. Няма угодия. Хубаво си действат, да продължават да тревожат опг-етата.",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Позитивен,0.72,одобрение,Позитивен,0.62,призив,Негативен,0.72,тревога
А хванахте ли прокурорския син?? Коментиран от #48,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.72,възмущение,Позитивен,0.62,призив,Негативен,0.72,тревога
"До коментар #47 от ""Хубава работа"": Няма как ,той работи с тях. Сигурен съм.че поне 2-ма от ръководителите в милицията в отдел.издирване на местно ниво са н Аакани от него и не смеят и името му да изрекат камоли предприемат издирвателни мерки 😁😁 П С. МВР ако решат няма начин да не те намерят ,на територията на Бэлгария , другия вариант е този или си с омазани гащи е мълчиш или играят парички",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.86,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
"До коментар #40 от ""ко праим"": Няма да ги спечелят!",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.72,скептицизъм,Позитивен,0.62,призив,Негативен,0.72,тревога
"Някой да е направил връзка,с онези открити 100К ,кеш- в превозно средство, пътуващо към комшията? За плащане на незаконни вещества,е нищожна сума.Но за плащане на определени групи за участие/ превоз в изборите там,е сериозна сума.Много точно го посочва Гл.секретар.Хиляди са много бедни,с оскъдни средства...Ето ти петдесет евро на човек, да посрещнете празниците! И насреща получава 4-5 гласа за определена партия,гарантирано.",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.86,възмущение,Позитивен,0.62,призив,Негативен,0.72,тревога
ЩЕ ПРЕПЪЛНИ ЗАТВОРИТЕ С ПРОДАВАЧИ НА ГЛАСОВЕ И ПРИ ТЕЗИ ИЗБОРИ ! КОЕТО НИКОГА НЕ СЕ Е СЛУЧВАЛО ЕСТЕСТВЕНО !,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.92,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
ОВЦЕТЕ НА БАЙ РИБАН И ЩЕ ГИ ЗАКОЛЯТ !,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.95,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
служебните да ви хващат прокурорския син??? Тоя хулиганстваше много преди служебните. Вашето МВР какво му крепеше. Служебните не са длъжни преди изборите да съобщават за кои партии се търгуват гласове. Чудите се за какво да се заяждате. То бива кривлеци ама чак толкова не е нормално,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.95,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
на служебните ама те си трътват и след тях любимите ви шишибоювци пак ще ви подкарат. Стадо Коментиран от #55,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.86,презрение,Позитивен,0.62,призив,Негативен,0.72,тревога
"До коментар #54 от ""Нахвърляте се"": Няма как да стане!",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.78,раздразнение,Позитивен,0.62,призив,Негативен,0.72,тревога
всичко е пунта мара уж ловят копуваче на гласове смях в залата,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.86,ирония,Позитивен,0.62,призив,Негативен,0.72,тревога
Тоз е жив изрод и лъжец.Педофилите ще направят големите измами на изборите.,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.98,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
"Търсят млади момчета,за ППедофилите.",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.92,отвращение,Позитивен,0.62,призив,Негативен,0.72,тревога
Прикриват купувачите от ППедерисимите.,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.92,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
Има чадър над купувачите на гласове.ДБ плаща най-добре.,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.92,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
Този е яко намесен в купуването на гласове от ПП.,https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.88,възмущение,Позитивен,0.62,призив,Негативен,0.72,тревога
"САМО. ТАКА. БЕЗКОМПРОМИСНА. БИТКА. С. ТЪРГАШИТЕ. НА. БЪДЕЩЕТО. НА. ДЕЦАТА. НИ . Е. И. В КРАЯ. НА. КРАИЩАТА. ТРЯБВА. ДЕЙСТВИТЕЛНО. ДА. ПОКАЖАТ ИСТИНСКА БОРБА. С. КУПЕНИЯ. ВОТ. И. ВЕЧЕ. МНОГО. ДОБРИТЕ. СИ. ЗАПЛАТИ. САМО. ТАКА. БОЙ. ПО. ТЪРГАШИТЕ, А. СЛЕД. ИЗБОРИТЕ. ДА. СЕ. ОБЯВЯТ ПАРТИИТЕ. И. ДИЛЪРИТЕ. НА. КУПЕНИЯ. ВОТ.",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.88,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
"И. КОЙ. ИЗПИЩЯ. ЧЕ. ИМАЛО. ТОРМОЗ. ОТ. МВР, ГЕРБ, ГОЛЯМОТО. Д ГЛАВНИТЕ. ТЪРГАШИ. НА. ГЛАСОВЕ. БАЙ. МИ. ГАНЬО. НЕДЕЙ. ПСУВА. АМИ. ИЗЛЕЗ. И. МАСОВО. ГЛАСУВАЙ.",https://fakti.bg/bulgaria/1047372-georgi-kandev-kolegi-ne-se-pribiraite-izlizaite,"Георги Кандев: Колеги, не се прибирайте! Излизайте!",Негативен,0.92,гняв,Позитивен,0.62,призив,Негативен,0.72,тревога
"Тайната на вота, е че с вота не участваш в управлението на страната, а подписваш трудовия договор на едни хрантутници, дето ще си увеличават заплатите по 4 пъти в годината законово и това ще идва от джоба ти.",https://fakti.bg/bulgaria/1046552-ivan-anev-za-nezrashtite-hora-tainata-na-vota-ne-e-taina,Иван Янев: За незрящите хора тайната на вота не е тайна,Негативен,0.95,гняв,Негативен,0.78,загриженост,Позитивен,0.72,решителност
"че ги носим на раменете си тези хора, ами сега и депутат ще се грижи за ""правата им"" ... Кирлива държава - не гледа да се развива и децата ни да не бяхат в чужбина, а само за цигани и ""социално онеправдани"" мисли ... Коментиран от #6",https://fakti.bg/bulgaria/1046552-ivan-anev-za-nezrashtite-hora-tainata-na-vota-ne-e-taina,Иван Янев: За незрящите хора тайната на вота не е тайна,Негативен,0.95,гняв,Негативен,0.78,загриженост,Позитивен,0.72,решителност
"Не е смешно, ама кьорав карти не играе.",https://fakti.bg/bulgaria/1046552-ivan-anev-za-nezrashtite-hora-tainata-na-vota-ne-e-taina,Иван Янев: За незрящите хора тайната на вота не е тайна,Негативен,0.68,раздразнение,Негативен,0.78,загриженост,Позитивен,0.72,решителност
"Комунягите добре го знаят, Мълчат и си траят, По болната тема ""ЛУСТРАЦИЯ"", Защото ще следва КАСТРАЦИЯ, Не с тухли, а с клещи, После - петолъчка и свещи !",https://fakti.bg/bulgaria/1046552-ivan-anev-za-nezrashtite-hora-tainata-na-vota-ne-e-taina,Иван Янев: За незрящите хора тайната на вота не е тайна,Негативен,0.97,гняв,Негативен,0.78,загриженост,Позитивен,0.72,решителност
