source_site,category_url,article_url,article_title,article_published_at,article_views,comment_index,comment,author,comment_date,likes,dislikes,scraped_at,sentiment
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,42,Все за големи пакети мисли,Асенчо,10.04.2026 15:59,15,6,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,43,ПитЧ ! С Кръпки ! Тази Работа ! Не Става ! Коментиран от #44,ПитЧ !,10.04.2026 16:01,4,4,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,44,"До коментар #43 от ""ПитЧ !"": Няма Как Да Изхраниш ! Роднините си В България ! Ако Гениите В България ! Не Работят ! А За Да Работят ! Трябва ! Да Им Платиш ! Вместо Да ги Мачкаш С Данаци ! И Космически Разходи ! Ама от де ? Толкова Акъл ! У Един Счетоводител !",Няма Как Да Изхраниш !,10.04.2026 16:06,3,4,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,45,"До коментар #41 от ""АЗ БЕЗПАРТИЙНИЯТ ДЕМОКРАТ"": И На Който и Да Било ! От Останалите ! Тая ! Игра ! Свърши !! Гащигте Са Оклепани ! И Изчистване ! Няма !",И На Който и Да Било !,10.04.2026 16:13,5,4,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,46,Още от когато Радев в довлече сте ясни - не ставате.,Фен,10.04.2026 16:15,11,6,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,47,Не го можете,Е точно това,10.04.2026 16:17,6,5,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,48,"оглави Две министерства. Със спестените средства ще се купи кран, за да се демонтира борисов и пеевски. Смях!",Асен ще,10.04.2026 16:26,7,5,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,49,"Кокорчо, пак ли ще теглиш заеми по 500 млн всеки понеделник?",Нехис,10.04.2026 16:29,15,3,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,50,"До коментар #28 от ""Толкова просто"": Кое пеевско-борисово опг??? Това с което ппдб бяха в коалиция ли??? Моментално опандизване на тия антибългари от герб, дпс и ппдб!!!",Мнение,10.04.2026 16:39,4,7,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,51,"До коментар #3 от ""Оня с Фалконя"": Асен Василев теглеше огромни дългове, които всички българи ще трябва да връщаме!!! Така, че Асенчо е вдигнал само това нещо на съпруга си!!! Моментално опандизване на герб, дпс и ппдб! Тия са абсолютна отрова за България!!!",Мнение,10.04.2026 16:41,8,4,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,52,"Истината е, че Асен не веднъж го е правил в кризи - от Ковид, Енергийна и войната(по скоро войните) , които подпали московския диктатор и престъпник Путин.",Реално,10.04.2026 16:52,4,6,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,54,Ей тоя главен лъжец не спря да заблуждава Гнус си,Анонимен,10.04.2026 17:09,8,3,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,55,"И Радев обещава да вдигне доходите, само че на доходите на Москва.","Асене, не се изсилвай!",10.04.2026 17:15,6,0,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,56,"До коментар #41 от ""АЗ БЕЗПАРТИЙНИЯТ ДЕМОКРАТ"": Вервайте на дедо ПеПе-рас",Асан Насилев,10.04.2026 17:19,8,1,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,57,Нали като вдигаш доходите вдигаш и покупателната способност тоест помпаш инфлацията пък искаш да овладееш цените.,Как ще стане това от заглавието ?,10.04.2026 17:29,7,1,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,58,"Този щом си отвори устата и лъжа след лъжа. Толкова е естествено при него. Няма и една истина, но той даже не мигва като ги ръси лъжите.","Лъже, както диша",10.04.2026 17:31,6,1,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,59,"Този щом си отвори устата и лъжа след лъжа. Толкова е естествено при него. Няма и една истина, но той даже не мигва като ги ръси лъжите.","Лъже, както диша",10.04.2026 17:32,4,0,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,60,"Пак народът, с по-високи цени ток, вода, парно, местни данъци и такси, осигуровки, акцизи, храни. Контрол върху цените. Намаляш и реформираш администрация с 80%. Не може държавни заплати по 15, 60, 390 хиляди шеф Лукойл. Във Финландия на 6 милиона 7500 полицая, в Територията на 5.5 милиона 75 000 полицая. Нереално. Плюс имотен спекулативен балон 60 кв. съборетина на 30 г. 700 000 лв. Българите трябва да страдат, и да им вдигат местни данъци и такси, заради шепа спекуланти. Как ще намалиш разходите като даваш 60 милиарда лева за 7 и 8 блок АЕЦ, отделно от хранилище за ОЯГ десет милиарда, на ниво работен проект. След 20 г. 120 милиарда лева. С едната ръка подхвърляш трохи с другата раздаваш милиарди на чужди държави с лихви. Махате юрошита, връщате цените от 2020 и държавна заплата повече от 4000 не трябва да има. Режете милиардите на НЗОК, намалели сме с 40%, те им дават 11 млрд от бюджет, и още 6 млрд. доплащане от пациенти. Махате всички посредници и мохоте борса ток, ти я подписа по ПВУ. Да имаш АЕЦ и да купуваш най-скъп ток в Европа. Пощуряхте с тези несигурни и съсипващи ел. мрежите фото и перки.",Кой ще ги връща тези заеми?,10.04.2026 17:34,2,3,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,61,"ВДИГАЙ ПЕНСИИТЕ ППДЕРАС, МЛАДИТЕ ДА ГИ ВРЪЩАТ АКО МОГАТ! ДРЕМЕ МИ. НАЛИ ТЕ ВИ ДОКАРАХА НА ВЛАСТ?",ПЕНСИОНЕР,10.04.2026 18:17,4,0,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,62,"Ало Василев , точно ти от Партията на кеша и пудела пачките да ми говориш за борба с корупцията е срамота , след като просто Киро подаде оставка заради нея! И стига се хвали със заплати и пенсии, тяхното увеличение не е за сметка на ръст в икономиката , а чрез теглене на нови и големи заеми , които при финансов “гений “ като теб достигнаха своя максимум!",Майора,10.04.2026 18:51,6,0,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,63,"Премахнете тавана на пенсиите . Не крадете парите на хората , за да давате добавки с тях . Затова хората се осигуряват на минимума и останалото под масата . Защото виждат , че накрая ще им откраднат парите . 7,8 .",Цървул,10.04.2026 19:24,2,0,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,64,"И как ще вдигнеш доходите след като в страната няма високотехнологични производства и производство на стоки с голяма принадена стойност?На световните пазари сме конкуренция само с ниските цени на зърнените храни и на труда в леката промишленост, където все още е останала! Никой уважаващ себе си и инвеститор няма да вложи средства там, където няма достатъчно образована,професионално подготвена работна ръка!Такава имаше първите години след 10.11.1989!Но вместо да се продаде на инвеститорите от вън които можеха да развият купеното, нашите си го заграбиха източиха средствата и фалираха предприятия за милиарди!Нещо строено с десетилетия, беше съсипано за месеци!Та, този убавец едва ли знае,че единствената ФАЛИРАЛА ПЕТРОЛНА РАФИНЕРИЯ в света е нашата Плама! Когато бе продадена,в складовете имаше масла и горива много по скъпи от продажната цена!!Кой взе комисионна,кой ""парче от баницата"" и вече дойде ""демокрацията""!",безпартиен,10.04.2026 20:20,1,0,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,65,Голям антикризисен пакет = Поредният огромен кредит. Вашата политика е кредитна политика.,Факт,11.04.2026 13:18,1,0,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047497-asen-vasilev-v-pleven-mojem-da-vdignem-dohodite-i-da-ovladeem-cenite-s-golam-antikrizisen-paket,Асен Василев в Плевен: Можем да вдигнем доходите и да овладеем цените с голям антикризисен пакет,вчера в 14:41 ч.,1 536,66,"Слагам тук за Асен Василев една шега - вдясно на екрана: - Колко жалко, че не можем да бъдем заедно! - Защо да не можем?! - Ми... не искам! Колко пъти им беше повторено да обединят всички демократи в една национална сила и колко пъти Те обещаха. Но не го направиха и сега РР ще им види сметката. Много жалко.",Кой какъв е,11.04.2026 17:23,0,0,2026-04-11 17:24:00,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047485-obshto-833-dushi-sa-provereni-v-ramkite-na-specializirana-policeiska-operacia-v-oblast-dobrich,Общо 833 души са проверени в рамките на специализирана полицейска операция в област Добрич,вчера в 13:42 ч.,1 245,1,"""...60 са с полицейска регистрация"" ---- 60 от ченгетата - трафиканти...🤣 Коментиран от #2",Евгени от Алфапласт,10.04.2026 13:45,7,3,2026-04-11 17:24:02,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047485-obshto-833-dushi-sa-provereni-v-ramkite-na-specializirana-policeiska-operacia-v-oblast-dobrich,Общо 833 души са проверени в рамките на специализирана полицейска операция в област Добрич,вчера в 13:42 ч.,1 245,4,"Охранителна полиция се отчита за свършена работа с това колко коли и лични карти са проверени, КАТ с написаните и връчени НП и фишове, а криминална полиция - с колко души са посочени/набедени/дадени на прокурор за да бъдат обвинени за някакво престъпление. При това не е речено че са виновни, прави се регистрация, пък после да се оправят дознателя и прокурора.",Тодор,10.04.2026 13:59,7,1,2026-04-11 17:24:02,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047485-obshto-833-dushi-sa-provereni-v-ramkite-na-specializirana-policeiska-operacia-v-oblast-dobrich,Общо 833 души са проверени в рамките на специализирана полицейска операция в област Добрич,вчера в 13:42 ч.,1 245,5,"Много ми е приятна думата СТРАЖАРИ още повече ме кефи думата ЗАПТИЕТА,,Бръснарниците вече са БЕРБЕРНИЦИ,,ПРАЗНИК ПЪК СЕ КАЗВА ,,ФЕСТ,,А ГРМАНЦИТЕ ПИШАТ ПРАЗНИК НА КИРИЛИЦА.Журналистите получават дипломите си от Агрономният уни Свищов.Всички магазини около женски пазар във София са със йероглифи някакъв Арабски език.Народ които не държи са своята култура,Език и вяра винаги остава без държава.",Луд,10.04.2026 14:03,9,1,2026-04-11 17:24:02,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047485-obshto-833-dushi-sa-provereni-v-ramkite-na-specializirana-policeiska-operacia-v-oblast-dobrich,Общо 833 души са проверени в рамките на специализирана полицейска операция в област Добрич,вчера в 13:42 ч.,1 245,6,"Някой ако моо ми обясни кво общо има БАБХ с изборното законодателство, че участва в специализирана операция за ""противодействие на нарушения на изборното законодателство и предотвратяване на престъпления срещу политическите права на гражданите"" Следващия път ше вземат и Айшето - експерт по чистотата да участва Тъпомера е на макс! Коментиран от #8",ДрайвингПлежър,10.04.2026 14:22,6,1,2026-04-11 17:24:02,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047485-obshto-833-dushi-sa-provereni-v-ramkite-na-specializirana-policeiska-operacia-v-oblast-dobrich,Общо 833 души са проверени в рамките на специализирана полицейска операция в област Добрич,вчера в 13:42 ч.,1 245,7,"Открити и иззети са общо 6,56 грама марихуана и 2,38 грама амфетамин. Коментиран от #11",Впечатляващ резуктат,10.04.2026 14:52,4,0,2026-04-11 17:24:02,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047485-obshto-833-dushi-sa-provereni-v-ramkite-na-specializirana-policeiska-operacia-v-oblast-dobrich,Общо 833 души са проверени в рамките на специализирана полицейска операция в област Добрич,вчера в 13:42 ч.,1 245,8,"До коментар #6 от ""ДрайвингПлежър"": имитират дейност в такива операции",бабх е ОПГ,10.04.2026 14:58,3,1,2026-04-11 17:24:02,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047485-obshto-833-dushi-sa-provereni-v-ramkite-na-specializirana-policeiska-operacia-v-oblast-dobrich,Общо 833 души са проверени в рамките на специализирана полицейска операция в област Добрич,вчера в 13:42 ч.,1 245,9,Сектата се вихри...,Фен,10.04.2026 15:14,2,0,2026-04-11 17:24:02,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047485-obshto-833-dushi-sa-provereni-v-ramkite-na-specializirana-policeiska-operacia-v-oblast-dobrich,Общо 833 души са проверени в рамките на специализирана полицейска операция в област Добрич,вчера в 13:42 ч.,1 245,10,"Бой по калинките,мисирките и тулупите на магнитският с-и-чуг и мутрата сикаджииска герберска",ту-туу,10.04.2026 15:19,2,0,2026-04-11 17:24:02,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047485-obshto-833-dushi-sa-provereni-v-ramkite-na-specializirana-policeiska-operacia-v-oblast-dobrich,Общо 833 души са проверени в рамките на специализирана полицейска операция в област Добрич,вчера в 13:42 ч.,1 245,11,"До коментар #7 от ""Впечатляващ резуктат"": ..полицай или граничен има повече в джоба или в жабката на служебната кола",Та един,10.04.2026 15:22,4,0,2026-04-11 17:24:02,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/bulgaria/1047485-obshto-833-dushi-sa-provereni-v-ramkite-na-specializirana-policeiska-operacia-v-oblast-dobrich,Общо 833 души са проверени в рамките на специализирана полицейска операция в област Добрич,вчера в 13:42 ч.,1 245,12,"И мен ме провериха ченгетата. Спряха ме на пътя, гледаха ми долументите, правиха справка. Констатираха, че не съм оперативно интересен и ме пуснаха да си ходя. Отчитат дейност.",бай Драгой,10.04.2026 15:43,1,0,2026-04-11 17:24:02,Neutral
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,1,"гласува, пуска бюлетината и сяда. Питат го от СИК - Вие какво чакате? Той отговорил - чакам дядо ми да дойде да гласува, почина преди три години, но му видях името в избирателните списъци...",Отива един човек да,09.04.2026 21:47,56,1,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,3,Значи са открили умрелите хора на проф.Мишо Константинов който винаги помага на герб да печели избори,Тома,09.04.2026 21:54,58,3,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,4,и никой да не гласува пак ще кажат че са гласували 3 или 4 милиона каквото каже лудия тръмп това ще стане за пръв в света се води по акъла на един луд президент човека иска греландия иска канада иска ормузкия канал .иска че иска ще кажеш че от жена си иска праскова - за туй че ние сме безгласни пред един ненормалник,и никой да не гласува,09.04.2026 21:57,30,5,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,5,Времето на Кеша...Мистър Кеш !!!? Коментиран от #6,!!!?,09.04.2026 21:57,13,21,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,6,"До коментар #5 от ""!!!?"": Кеша от Боташа.",си дзън,09.04.2026 21:59,10,25,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,7,"Това е интересен случай, как ли са попаднали тези лични документи в ръцете на чужди хора?",Учуден,09.04.2026 22:00,31,1,2026-04-11 17:24:05,Neutral
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,8,Претърсихме ли! Митко галата и Димова са главните потребители на вот,Счетоводната къща на Ирена Димова претър,09.04.2026 22:02,20,1,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,9,Още науката няма обяснение как държавата с население от 6.3 милиона има 6.5 милиона гласоподаватели :),Ами,09.04.2026 22:02,44,0,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,11,дето купуват гласове да знаят хората кои са мошениците от кои партии са да разберат що за стока са макар да не е трудно да се досети за 2 партии където имат много наивни поклонници Коментиран от #20,a що не казвате сега от кои партии са,09.04.2026 22:06,31,1,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,12,И това е само върха на айсберга!,Даниел Немитов,09.04.2026 22:15,26,2,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,13,"В избирателните списъци изобилстват близо 400 000 мъртъвци, а то се и знае как и за кого ще гласуват!",Жеро,09.04.2026 22:17,35,1,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,14,"Само в това ги бива байганьовците. В сеенето на смрад... Измами, фалшификации, рекет, пдфилия, едерастия, кражби, контрабанда и.т.н.",хаха,09.04.2026 22:18,24,4,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,15,"Въобще, имало ли е честни избори досега? Имали ли сме легитимно правителство? Изобщо, имали ли сме държава?",Факт,09.04.2026 22:18,30,1,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,16,МВР им прави реклама че имат пари и като спечелят места в парламентд ще има още повече пари при тях,Тия дето купуват гласове,09.04.2026 22:28,8,5,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,17,"В семейството ми има твърде много починали, все пак съм на възраст... Ако имам някой документ, останал от майка ми, кажете как да гласувам с него? Нали разбирате, че или цялата комисия трябва да е от една партия, или предварително да са разпределили гласовете на умрелите и да няма спор?",Ироничен,09.04.2026 22:37,17,7,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,18,"ЗА СЪЖАЛЕНИЕ ТОВА ГО СЪЗДАДЕ БСП ПРЕДИ ГОДИНИ. НИЩО НОВО, ЖАЛКО ЗА ПОЧИНАЛИТЕ ЗАЩОТО ТОВА Е ГАВРА С ТЯХ. МНОГО СЪМ ЛЮБОПТНА, ЗА КОЯ ПАРТИЯ СА БИЛИ ПРИГОТВЕНИ ? 🐷🎃😠👎🇧🇬",Цвете,09.04.2026 23:06,8,11,2026-04-11 17:24:05,Negative
fakti.bg,https://fakti.bg/topic/izbori,https://fakti.bg/krimi/1047384-mvr-otkri-dokumenti-na-197-martavci-predi-vota-v-montansko,МВР откри документи на 197 мъртъвци преди вота в Монтанско,2026-04-09,2 884,19,"ЗА СЪЖАЛЕНИЕ ТОВА ГО СЪЗДАДЕ БСП ПРЕДИ ГОДИНИ. НИЩО НОВО, ЖАЛКО ЗА ПОЧИНАЛИТЕ ЗАЩОТО ТОВА Е ГАВРА С ТЯХ. МНОГО СЪМ ЛЮБОПТНА, ЗА КОЯ ПАРТИЯ СА БИЛИ ПРИГОТВЕНИ ? 🐷🎃😠👎🇧🇬 Коментиран от #21",Цвете,09.04.2026 23:06,2,10,2026-04-11 17:24:05,Negative
