source_site,category_url,article_url,article_title,article_published_at,article_views,comment_index,comment,author,comment_date,likes,dislikes,scraped_at,sentiment
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/6-krimi/717533-za-kupuvane-na-glasove-obshtinski-savetnik-i-chlen-na-sik-sa-arestuvani,За купуване на гласове: Общински съветник и член на СИК са арестувани,11.04.2026 | 07:10 ч.,,23,И за коя партия копуват,Кибик,преди 5 часа,2,0,2026-04-11 17:04:41,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,114,"Точно Радев ли ще направи държавата богата? Тази мантра, че ""държавата не е бедна, но много се краде"" сме го чували и от царя, и от Тодор Живков - все нарочени за месии. И нито един от двамата не успя да спре обезлюдяването и кражбите . Защото бяха част от крадците.",анонимен,преди 23 часа,11,0,2026-04-11 17:04:57,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,113,Na 19.4 za rradev tekme i out v oboriste pri ahmed dogan ;)))) pochiten prestapnik na rbg... a moje i pri aleksei po barzata pista...,анонимен,преди 1 ден,6,0,2026-04-11 17:04:57,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,112,"България е не лошо управлявана,а абсолютно неграмотно управлявана защото:на избори ходят изплюскалите тройка кюфтета аборигени,""спечелили"" по стотачка скръндзи и,купените с държавни службици калинки-като изборен резултат е избран селяндурски дембелин,с някакво ""образование"",*** по възпитание,абсолютно ограничен и тесногръд индивид!Е какво очаквате като резултат?",Дядо,преди 1 ден,9,2,2026-04-11 17:04:57,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,111,"Внимание! Прогресивни измамници на хоризинта! Този, като че не е бил от управляващите, а е гледал отстрани. И сега какво: Олигарсите ми са по-добри от олигарсите ти :) България не била бедна страна, а лошо управлявана, и този чак сега ли го разбра? Сигурно не е чак толкова умен :) Какво стана с Български възход, да не го преименуваха на Българско падение? Дали ще участва на изборите генерал Янев :)",Прогресивни,преди 1 ден,19,2,2026-04-11 17:04:59,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,110,To тaka cu e! Harлegeн npuмep зa лoшo ynpaвлeнue e goroвopa c Бoтaш!,анонимен,преди 1 ден,18,2,2026-04-11 17:04:59,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,109,Румбата Бойчето Дидо Дебелия. Все наши ребята.,анонимен,преди 1 ден,5,6,2026-04-11 17:04:59,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,108,"Хора, Не се вълнувайте толкова, ще има още от същото. Явно, като народ, не можем да излъчим и изберем можеши и мислещи за хората политици. Комунистическата номенклатура и агентура си ни управляваи ще продължат. Ако не е Радев, ще е Бойко, ако не е Бойко ще е Делян, ако не е Делян ще е друг подобен. Царе, Станищевци, Костовци и т.н. Просто не се смени номенклатурата. Прибраха парите и си държат властта и стават все по-брутални за обикновените хора и унищожават България, бавно и устойчиво.",Хора,преди 1 ден,6,2,2026-04-11 17:04:59,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,107,"Да Радев, и ти носиш персонална вина за кражбите през последните 9 години! Предсрочни избори на килограм и служебни правителства! Назначи шарлатаните от ПП-ДБ, Киро простото - незаконно, погази Конституцията! Твое служебно правителство подписа Боташ и всеки ден плащаме на Турция по 1 милион евро! Ти Радев, виждаш ли ВИНАТА си, или ти е удобно само да критикуваш останалите?!",анонимен,преди 1 ден,11,0,2026-04-11 17:04:59,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,106,"Народа като чуе Президент иси мисли ,че има правата на Тръмп, Макрон или Ердоган, само, че това са президентски републики, а ние сме парламентарна, в българия президента е само един чиновник, който преставлява България в разни незначими мероприятия и няма никаква сьила...",Бай Иван мазния,преди 1 ден,5,2,2026-04-11 17:04:59,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,105,"Девет години като беше президент къде спа и не спря корупцията, с ядеше и пиеше на една маса с олигарсите. Съсипаха и плодородната земя на юг и всички мълчат. Страоят се блокчета по 4 етажа и се застрояват зелени площи, което е кощунство. Блокове под 9 етажа за големите градове не бива да се разрешават.",анонимен,преди 1 ден,9,1,2026-04-11 17:04:59,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,104,Все едни и същи слагате начело на държавата. Няма кяк да се оправите.,анонимен,преди 1 ден,4,1,2026-04-11 17:04:59,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,103,"Радев е ""олигархията"" в България! Божков , Гергов , Бобокови , Копринков , Доган .Цветан Василев,...всичките стоят зад него !",анонимен,преди 1 ден,12,2,2026-04-11 17:04:59,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,102,кифлю,анонимен,преди 1 ден,10,2,2026-04-11 17:04:59,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,101,"Интересен факт - колкото повече платените писачи на олигархията оплюват Радев, толкова повече хора решават да гласуват за него. Никой не иска да е в един кюп с такива писачи или да остави господарите им да ни управляват",анонимен,преди 1 ден,3,12,2026-04-11 17:05:01,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,100,поне най накрая ще погребем бсп едиственото свясно нещо от целия тоя фарс,анонимен,преди 1 ден,10,2,2026-04-11 17:05:01,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,99,"Цитат: Румен Радев каза, че Прогресивна България си поставя за цел изхвърляне на олигархията от политическата власт, разграждане на модела Борисов-Пеевски и спиране на достъпа му до публичен ресурс. +++ Това не е достатъчно. ГЕРБ, СДС и ДПС-НН откраднаха стотици милиарди. Трябва да се върне на България поне част от тези милиарди",анонимен,преди 1 ден,3,9,2026-04-11 17:05:01,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,98,най обикновенолайно си рундю,анонимен,преди 1 ден,10,2,2026-04-11 17:05:01,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,97,300 00 пълни *** ще го направят първи нищо няма да постигне естествено там гълаби мълаби служебни му ги знаем дори няма да му стигнат за правителство и 6 месежа после цирк до новите избори където ще замине в канафката,анонимен,преди 1 ден,6,2,2026-04-11 17:05:01,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,96,"До Архивите са живиСамо за това, че е заявил такова нещо публично, трябва да бъде изхвърлен от политиката и съдебната власт да се заеме с него! Тази ""Панорама"" не съм я гледал! Това е толкова скандално изявление!",случаен минувач,преди 1 ден,5,0,2026-04-11 17:05:01,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,95,кифлю,анонимен,преди 1 ден,4,2,2026-04-11 17:05:01,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,94,"Не можех да си спомня името на каратистката... Сега го намерих в нета - не Нора, а Ивет Горанова. И тя иска да става депутатка. Така де, не се живее само с реклама на болкоуспокояващия препарат Алгасан акут долор...",случаен минувач,преди 1 ден,10,2,2026-04-11 17:05:01,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,93,"Олигархията се изхвърля от политическата власт като се поставят в листите на прогресивна България синовете на олигарсите! Гергов, Бобокови, Ковачки, Вълканов, Василев ну да олигарси а ПРОГРЕСИВНИ ИНДУСТРИАЛЦИ!!!! М у н ч о нагло се гаври с избирателите си!",Ха-ха-ха,преди 1 ден,8,1,2026-04-11 17:05:01,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,92,"Ако хората смятат, че спортисти ще оправят положението - много са елементарни. Вижте само как са му подредени листите - спортист, военен, спортист, военен. Както едно време - роднина, милиционер. Енчо Кирязов, Владо Николов, Нора Милева... Парламент ли ще избираме, или председател на БСФС?",случаен минувач,преди 1 ден,7,1,2026-04-11 17:05:01,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,91,"Добре ли я управляваха бедна България, твоите служебни правителства? Колко на брой Радев?!",анонимен,преди 1 ден,10,2,2026-04-11 17:05:05,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,90,"Да Радев, и ти сош персонална вина за последните 9 години! Предсрочни избори на килограм и служебни правителства! Назначи шарлатаните от ПП-ДБ, Киро простото - незаконно, погази Конституцията! Твое служебно правителство подписа Боташ и всеки ден плащаме на Турция по 1 милион евро! Ти Радев, виждаш ли ВИНАТА си, или ти е удобно само да критикуваш останалите?!",анонимен,преди 1 ден,7,1,2026-04-11 17:05:05,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,89,"До: анонимен92. Само в главата ти има линчуване, самоуправство и т.н... Но няма да седна да ти обяснявам как се случват нещата в цивилизовано и грамотно общество, след като си вещ... Има - да, население, които не живее в даден район, местност, община, област дори и не знае за това, какво се случва и трябва да се направи в друга община. Ти ако си от Сусурлево например, знаеш ли в Горно *** какви са им проблемите? Илитерат",анонимен,преди 1 ден,2,2,2026-04-11 17:05:05,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,88,"Прогресивните индустриалци, които са зад това същество не разбраха ли, че то и за ХАСКОВСКИ ПЪДАРИН не става? Поне да бяха наели някой по умен да му пише изказванията.",Само питам,преди 1 ден,10,1,2026-04-11 17:05:05,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,87,"До: случаен минувач""ЗА ДОГОВОРА С БОТАШ "" Румен Радев - Как и на какво основание смятате, че договора е неизгоден?Б. В. -ЗАГУБИ ОТ МИЛИОН на ден, успешни ли са?Румен Радев - А вие на това казвате ЗАГУБИ?Радев пред ""Панорама"" 30.01.2026",Архивите са живи,преди 1 ден,7,2,2026-04-11 17:05:05,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,86,"Сякаш не е бил девет години президент с право да назначава ръководителите тя службите е с право на вето на решенията на парламента. Назначените от него служебни кабинети са управлявали близо две години и сътвориха сделки като тази с Боташ, при която близо 550 000 евро отиват всеки ден в Турция, без да ползваме и една капка газ. Негов кабинет обяви без да има право та това Грипен да победител в конкурса за бойна авиация, с което нейното обновяване бе спряно с две години и половина!",Мунчо,преди 1 ден,6,1,2026-04-11 17:05:05,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,85,"И аз се учудих в началото ,защото пустеещи земи около Монтана няма! Гледах клипчета от строежа на магистралата Видин -макреш -бела-ружинци , еми всичко наоколо е засято и се обработва.",Варна,преди 1 ден,4,1,2026-04-11 17:05:05,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,84,А за Боташ - турците си ги прибират паричките ежедневно и ни се подсмихват... Казват - като има балъци за стрижене...,случаен минувач,преди 1 ден,6,1,2026-04-11 17:05:05,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,83,До: случаен минувачE да това е проблемът - лупавите хора и онези от изток го знаят.А за пустеещи плодородни земи в северозапада-просто отдавна няма такива.Отдана са изкупени от ДПС турски граждани и се обработват.,VladKos,преди 1 ден,4,1,2026-04-11 17:05:05,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,82,"Радев пропиля два президентски мандата в обслужването на чужди за България интереси. Руски интереси! А имаше възможност да се превърне в лидер на българската нация. Да я води напред и нагоре. Вместо това от 2016 г. сее в българското общество разделение и хаос, всява страхове от несъществуващи заплахи! Договорът му с Боташ налива всеки ден по 550 000 евро на турците. А с искането си за референдум за еврото за пореден път саботира интеграцията на страната в ЕС. Вреден и опасен за България!",Истината,преди 1 ден,8,1,2026-04-11 17:05:05,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,81,"Още докато беше президент, показа, че може да нарушава Конституцията. Юмрукът му я наруши. Какво ще му попречи да продължава да си нарушава законите? Само погледнете с какви хора се е обградил. И как ги е подредил - спортист, военен, спортист, овенен. Както се правеше едно време - роднина, милицинер.",случаен минувач,преди 1 ден,7,2,2026-04-11 17:05:07,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,80,"Разчита се на гласовете на откровено глупавите хора, които явно са мнозинство в България. Ако дойде на власт, най-вероятно ще потърси договор с Русия за внос на евтин петрол и газ. Да, може би цената на горивата ще спадне. И ще потрие ръце: Ето, нали ви казах! Ама това, че цивилизованият свят ще ни обърне гръб - какво го интересува? Важното е той и хората около него да са добре. И разбира се, да имат възможности да продължават да сключват разни нови договори като Боташ... Ето така ни грабят...",случаен минувач,преди 1 ден,12,3,2026-04-11 17:05:07,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,79,"До: анонимен90 деребеи*, местното общество е добре да не се праи на бабичката със забележките, щото самоуправството е наказуемо. прочие, филолог, не-местно общество има ли?",анонимен,преди 1 ден,0,3,2026-04-11 17:05:07,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,78,"заради закритите от ал бънди поделения, американските самолети кацнаха на летище софия. а нашия в типично негов стил 10 дена преди изборите вместо да предложи решения бърчи вежди и каканиже че така не се правело.",анонимен,преди 1 ден,7,2,2026-04-11 17:05:07,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,77,"Този колко ниско започна да слиза... Страх, социални помощи, дърва за огрев... Банички с извара... Колкото до дерибеите... Това е работа на РУП, на МВР, на вътрешен министър.... На местното общество дори.",анонимен,преди 1 ден,6,3,2026-04-11 17:05:07,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,76,"Видяхме те и тебе колко ""добре"" се справяш като президент. Ходеше и излагаше България и българите пред света. Ще те запомнят с фразата ""да свалим санкциите на Русия"" и отговора на въпроса ""Чий е Крим?"", заради което спряха да те канят на екскурзии по света. Караше си я както в казармата ден да мине. Няма как от човек който си е клатил краката цял живот да очакваме добро управление. Пълен провал беше като началник на ВВС, пълен провал беше като президент, пълен пловал ще си и като премиер.",анонимен,преди 1 ден,16,5,2026-04-11 17:05:07,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,75,Аз открих топлата вода....CтадотоОвцe трябва да ме следва...,Румен кРадеф,преди 1 ден,25,2,2026-04-11 17:05:07,Negative
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,74,Кой ще плаща дълговете към Боташ?,Телето радев,преди 1 ден,30,2,2026-04-11 17:05:07,Neutral
dnes.bg,https://www.dnes.bg/c/604-izbori-2026,https://www.dnes.bg/a/1-bulgaria/717450-rumen-radev-balgariya-ne-e-bedna-a-losho-upravlyavana-strana,"Румен Радев: България не е бедна, а лошо управлявана страна",09.04.2026 | 21:45 ч.,,73,"Може би Радев не олигарх и мафиот като другите политици, но при всички положения има голяма вероятност да стане втори Виктор Орбан...",Popa ot razgrad,преди 1 ден,6,3,2026-04-11 17:05:07,Negative
